Id_SNVeg,n_total,mes,escala,n,parque
Grass,647,2,3,0,aiguestortes
Grass,647,2,6,0,aiguestortes
Grass,647,2,9,0,aiguestortes
HydroRipVeg,599,2,1,0,aiguestortes
HydroRipVeg,599,2,12,0,aiguestortes
HydroRipVeg,599,2,3,0,aiguestortes
HydroRipVeg,599,2,6,0,aiguestortes
HydroRipVeg,599,2,9,0,aiguestortes
RipF,223,2,1,0,aiguestortes
RipF,223,2,12,0,aiguestortes
RipF,223,2,3,0,aiguestortes
RipF,223,2,6,0,aiguestortes
RipF,223,2,9,0,aiguestortes
RockScreeVeg,60535,2,1,2,aiguestortes
RockScreeVeg,60535,2,12,0,aiguestortes
RockScreeVeg,60535,2,3,0,aiguestortes
RockScreeVeg,60535,2,6,0,aiguestortes
RockScreeVeg,60535,2,9,0,aiguestortes
Shrub,528,2,1,9,aiguestortes
Shrub,528,2,12,0,aiguestortes
Shrub,528,2,3,0,aiguestortes
Shrub,528,2,6,0,aiguestortes
Shrub,528,2,9,0,aiguestortes
TempDecF,913,2,1,3,aiguestortes
TempDecF,913,2,12,0,aiguestortes
TempDecF,913,2,3,3,aiguestortes
TempDecF,913,2,6,0,aiguestortes
TempDecF,913,2,9,0,aiguestortes
WaterSurf,4432,2,1,0,aiguestortes
WaterSurf,4432,2,12,0,aiguestortes
WaterSurf,4432,2,3,0,aiguestortes
WaterSurf,4432,2,6,0,aiguestortes
WaterSurf,4432,2,9,0,aiguestortes
AlpConF,47131,3,1,0,aiguestortes
AlpConF,47131,3,12,0,aiguestortes
AlpConF,47131,3,3,0,aiguestortes
AlpConF,47131,3,6,0,aiguestortes
AlpConF,47131,3,9,0,aiguestortes
AlpScrGr,90046,3,1,0,aiguestortes
AlpScrGr,90046,3,12,0,aiguestortes
AlpScrGr,90046,3,3,0,aiguestortes
AlpScrGr,90046,3,6,0,aiguestortes
AlpScrGr,90046,3,9,0,aiguestortes
Grass,650,3,1,0,aiguestortes
Grass,650,3,12,0,aiguestortes
Grass,650,3,3,0,aiguestortes
Grass,650,3,6,0,aiguestortes
Grass,650,3,9,0,aiguestortes
HydroRipVeg,599,3,1,0,aiguestortes
HydroRipVeg,599,3,12,0,aiguestortes
HydroRipVeg,599,3,3,0,aiguestortes
HydroRipVeg,599,3,6,0,aiguestortes
HydroRipVeg,599,3,9,0,aiguestortes
RipF,223,3,1,0,aiguestortes
RipF,223,3,12,0,aiguestortes
RipF,223,3,3,0,aiguestortes
RipF,223,3,6,0,aiguestortes
RipF,223,3,9,0,aiguestortes
RockScreeVeg,59792,3,1,0,aiguestortes
RockScreeVeg,59792,3,12,0,aiguestortes
RockScreeVeg,59792,3,3,0,aiguestortes
RockScreeVeg,59792,3,6,0,aiguestortes
RockScreeVeg,59792,3,9,0,aiguestortes
Shrub,528,3,1,0,aiguestortes
Shrub,528,3,12,0,aiguestortes
Shrub,528,3,3,0,aiguestortes
Shrub,528,3,6,0,aiguestortes
Shrub,528,3,9,0,aiguestortes
TempDecF,913,3,1,0,aiguestortes
TempDecF,913,3,12,0,aiguestortes
TempDecF,913,3,3,0,aiguestortes
TempDecF,913,3,6,0,aiguestortes
TempDecF,913,3,9,0,aiguestortes
WaterSurf,4426,3,1,0,aiguestortes
WaterSurf,4426,3,12,0,aiguestortes
WaterSurf,4426,3,3,0,aiguestortes
WaterSurf,4426,3,6,0,aiguestortes
WaterSurf,4426,3,9,0,aiguestortes
AlpConF,47129,4,1,0,aiguestortes
AlpConF,47129,4,12,0,aiguestortes
AlpConF,47129,4,3,0,aiguestortes
AlpConF,47129,4,6,0,aiguestortes
AlpConF,47129,4,9,0,aiguestortes
AlpScrGr,89976,4,1,0,aiguestortes
AlpScrGr,89976,4,12,0,aiguestortes
AlpScrGr,89976,4,3,0,aiguestortes
AlpScrGr,89976,4,6,0,aiguestortes
AlpScrGr,89976,4,9,0,aiguestortes
Grass,650,4,1,0,aiguestortes
Grass,650,4,12,0,aiguestortes
Grass,650,4,3,0,aiguestortes
Grass,650,4,6,0,aiguestortes
Grass,650,4,9,0,aiguestortes
HydroRipVeg,599,4,1,0,aiguestortes
HydroRipVeg,599,4,12,0,aiguestortes
HydroRipVeg,599,4,3,0,aiguestortes
HydroRipVeg,599,4,6,0,aiguestortes
HydroRipVeg,599,4,9,0,aiguestortes
RipF,223,4,1,0,aiguestortes
RipF,223,4,12,0,aiguestortes
RipF,223,4,3,0,aiguestortes
RipF,223,4,6,0,aiguestortes
RipF,223,4,9,0,aiguestortes
RockScreeVeg,59380,4,1,0,aiguestortes
RockScreeVeg,59380,4,12,0,aiguestortes
RockScreeVeg,59380,4,3,0,aiguestortes
RockScreeVeg,59380,4,6,0,aiguestortes
RockScreeVeg,59380,4,9,0,aiguestortes
Shrub,528,4,1,0,aiguestortes
Shrub,528,4,12,0,aiguestortes
Shrub,528,4,3,0,aiguestortes
Shrub,528,4,6,0,aiguestortes
Shrub,528,4,9,0,aiguestortes
TempDecF,913,4,1,0,aiguestortes
TempDecF,913,4,12,0,aiguestortes
TempDecF,913,4,3,0,aiguestortes
TempDecF,913,4,6,0,aiguestortes
TempDecF,913,4,9,0,aiguestortes
WaterSurf,4420,4,1,0,aiguestortes
WaterSurf,4420,4,12,0,aiguestortes
WaterSurf,4420,4,3,0,aiguestortes
WaterSurf,4420,4,6,0,aiguestortes
WaterSurf,4420,4,9,0,aiguestortes
AlpConF,47125,5,1,0,aiguestortes
AlpConF,47125,5,12,0,aiguestortes
AlpConF,47125,5,3,0,aiguestortes
AlpConF,47125,5,6,0,aiguestortes
AlpConF,47125,5,9,0,aiguestortes
AlpScrGr,89502,5,1,0,aiguestortes
AlpScrGr,89502,5,12,0,aiguestortes
AlpScrGr,89502,5,3,0,aiguestortes
AlpScrGr,89502,5,6,0,aiguestortes
AlpScrGr,89502,5,9,0,aiguestortes
Grass,650,5,1,0,aiguestortes
Grass,650,5,12,0,aiguestortes
Grass,650,5,3,0,aiguestortes
Grass,650,5,6,0,aiguestortes
Grass,650,5,9,0,aiguestortes
HydroRipVeg,599,5,1,0,aiguestortes
HydroRipVeg,599,5,12,0,aiguestortes
HydroRipVeg,599,5,3,0,aiguestortes
HydroRipVeg,599,5,6,0,aiguestortes
HydroRipVeg,599,5,9,0,aiguestortes
RipF,223,5,1,0,aiguestortes
RipF,223,5,12,0,aiguestortes
RipF,223,5,3,0,aiguestortes
RipF,223,5,6,0,aiguestortes
RipF,223,5,9,0,aiguestortes
RockScreeVeg,58338,5,1,0,aiguestortes
RockScreeVeg,58338,5,12,0,aiguestortes
RockScreeVeg,58338,5,3,0,aiguestortes
RockScreeVeg,58338,5,6,0,aiguestortes
RockScreeVeg,58338,5,9,0,aiguestortes
Shrub,528,5,1,0,aiguestortes
Shrub,528,5,12,0,aiguestortes
Shrub,528,5,3,0,aiguestortes
Shrub,528,5,6,0,aiguestortes
Shrub,528,5,9,0,aiguestortes
TempDecF,913,5,1,0,aiguestortes
TempDecF,913,5,12,0,aiguestortes
TempDecF,913,5,3,0,aiguestortes
TempDecF,913,5,6,0,aiguestortes
TempDecF,913,5,9,0,aiguestortes
WaterSurf,4420,5,1,0,aiguestortes
WaterSurf,4420,5,12,0,aiguestortes
WaterSurf,4420,5,3,0,aiguestortes
WaterSurf,4420,5,6,0,aiguestortes
WaterSurf,4420,5,9,0,aiguestortes
AlpConF,47156,6,1,3,aiguestortes
AlpConF,47156,6,12,9,aiguestortes
AlpConF,47156,6,3,560,aiguestortes
AlpConF,47156,6,6,905,aiguestortes
AlpConF,47156,6,9,33,aiguestortes
AlpScrGr,89985,6,1,256,aiguestortes
AlpScrGr,89985,6,12,473,aiguestortes
AlpScrGr,89985,6,3,3684,aiguestortes
AlpScrGr,89985,6,6,4397,aiguestortes
AlpScrGr,89985,6,9,735,aiguestortes
Grass,650,6,1,0,aiguestortes
Grass,650,6,12,0,aiguestortes
Grass,650,6,3,6,aiguestortes
Grass,650,6,6,0,aiguestortes
Grass,650,6,9,1,aiguestortes
HydroRipVeg,599,6,1,0,aiguestortes
HydroRipVeg,599,6,12,1,aiguestortes
HydroRipVeg,599,6,3,20,aiguestortes
HydroRipVeg,599,6,6,38,aiguestortes
HydroRipVeg,599,6,9,5,aiguestortes
RipF,223,6,1,0,aiguestortes
RipF,223,6,12,0,aiguestortes
RipF,223,6,3,0,aiguestortes
RipF,223,6,6,0,aiguestortes
RipF,223,6,9,0,aiguestortes
RockScreeVeg,59389,6,1,202,aiguestortes
RockScreeVeg,59389,6,12,364,aiguestortes
RockScreeVeg,59389,6,3,2037,aiguestortes
RockScreeVeg,59389,6,6,2229,aiguestortes
RockScreeVeg,59389,6,9,615,aiguestortes
Shrub,528,6,1,0,aiguestortes
Shrub,528,6,12,0,aiguestortes
Shrub,528,6,3,0,aiguestortes
Shrub,528,6,6,0,aiguestortes
Shrub,528,6,9,0,aiguestortes
TempDecF,913,6,1,0,aiguestortes
TempDecF,913,6,12,0,aiguestortes
TempDecF,913,6,3,3,aiguestortes
TempDecF,913,6,6,1,aiguestortes
TempDecF,913,6,9,0,aiguestortes
WaterSurf,4420,6,1,5,aiguestortes
WaterSurf,4420,6,12,15,aiguestortes
WaterSurf,4420,6,3,57,aiguestortes
WaterSurf,4420,6,6,69,aiguestortes
WaterSurf,4420,6,9,19,aiguestortes
AlpConF,47156,7,1,0,aiguestortes
AlpConF,47156,7,12,0,aiguestortes
AlpConF,47156,7,3,0,aiguestortes
AlpConF,47156,7,6,0,aiguestortes
AlpConF,47156,7,9,0,aiguestortes
AlpScrGr,90194,7,1,0,aiguestortes
AlpScrGr,90194,7,12,0,aiguestortes
AlpScrGr,90194,7,3,0,aiguestortes
AlpScrGr,90194,7,6,0,aiguestortes
AlpScrGr,90194,7,9,0,aiguestortes
Grass,650,7,1,0,aiguestortes
Grass,650,7,12,0,aiguestortes
Grass,650,7,3,0,aiguestortes
Grass,650,7,6,0,aiguestortes
Grass,650,7,9,0,aiguestortes
HydroRipVeg,599,7,1,0,aiguestortes
HydroRipVeg,599,7,12,0,aiguestortes
HydroRipVeg,599,7,3,0,aiguestortes
HydroRipVeg,599,7,6,0,aiguestortes
HydroRipVeg,599,7,9,0,aiguestortes
RipF,223,7,1,0,aiguestortes
RipF,223,7,12,0,aiguestortes
RipF,223,7,3,0,aiguestortes
RipF,223,7,6,0,aiguestortes
RipF,223,7,9,0,aiguestortes
RockScreeVeg,59993,7,1,0,aiguestortes
RockScreeVeg,59993,7,12,0,aiguestortes
RockScreeVeg,59993,7,3,0,aiguestortes
RockScreeVeg,59993,7,6,0,aiguestortes
RockScreeVeg,59993,7,9,0,aiguestortes
Shrub,528,7,1,0,aiguestortes
Shrub,528,7,12,0,aiguestortes
Shrub,528,7,3,0,aiguestortes
Shrub,528,7,6,0,aiguestortes
Shrub,528,7,9,0,aiguestortes
TempDecF,913,7,1,0,aiguestortes
TempDecF,913,7,12,0,aiguestortes
TempDecF,913,7,3,0,aiguestortes
TempDecF,913,7,6,0,aiguestortes
TempDecF,913,7,9,0,aiguestortes
WaterSurf,4420,7,1,0,aiguestortes
WaterSurf,4420,7,12,0,aiguestortes
WaterSurf,4420,7,3,0,aiguestortes
WaterSurf,4420,7,6,0,aiguestortes
WaterSurf,4420,7,9,0,aiguestortes
AlpConF,47156,8,1,0,aiguestortes
AlpConF,47156,8,12,0,aiguestortes
AlpConF,47156,8,3,0,aiguestortes
AlpConF,47156,8,6,0,aiguestortes
AlpConF,47156,8,9,0,aiguestortes
AlpScrGr,90902,8,1,0,aiguestortes
AlpScrGr,90902,8,12,0,aiguestortes
AlpScrGr,90902,8,3,0,aiguestortes
AlpScrGr,90902,8,6,0,aiguestortes
AlpScrGr,90902,8,9,0,aiguestortes
Grass,650,8,1,0,aiguestortes
Grass,650,8,12,0,aiguestortes
Grass,650,8,3,0,aiguestortes
Grass,650,8,6,0,aiguestortes
Grass,650,8,9,0,aiguestortes
HydroRipVeg,599,8,1,0,aiguestortes
HydroRipVeg,599,8,12,0,aiguestortes
HydroRipVeg,599,8,3,0,aiguestortes
HydroRipVeg,599,8,6,0,aiguestortes
HydroRipVeg,599,8,9,0,aiguestortes
RipF,223,8,1,0,aiguestortes
RipF,223,8,12,0,aiguestortes
RipF,223,8,3,0,aiguestortes
RipF,223,8,6,0,aiguestortes
RipF,223,8,9,0,aiguestortes
RockScreeVeg,61591,8,1,0,aiguestortes
RockScreeVeg,61591,8,12,0,aiguestortes
RockScreeVeg,61591,8,3,0,aiguestortes
RockScreeVeg,61591,8,6,0,aiguestortes
RockScreeVeg,61591,8,9,0,aiguestortes
Shrub,528,8,1,0,aiguestortes
Shrub,528,8,12,0,aiguestortes
Shrub,528,8,3,0,aiguestortes
Shrub,528,8,6,0,aiguestortes
Shrub,528,8,9,0,aiguestortes
TempDecF,913,8,1,0,aiguestortes
TempDecF,913,8,12,0,aiguestortes
TempDecF,913,8,3,0,aiguestortes
TempDecF,913,8,6,0,aiguestortes
TempDecF,913,8,9,0,aiguestortes
WaterSurf,4420,8,1,0,aiguestortes
WaterSurf,4420,8,12,0,aiguestortes
WaterSurf,4420,8,3,0,aiguestortes
WaterSurf,4420,8,6,0,aiguestortes
WaterSurf,4420,8,9,0,aiguestortes
AlpConF,47133,9,1,0,aiguestortes
AlpConF,47133,9,12,0,aiguestortes
AlpConF,47133,9,3,0,aiguestortes
AlpConF,47133,9,6,0,aiguestortes
AlpConF,47133,9,9,0,aiguestortes
AlpScrGr,91031,9,1,0,aiguestortes
AlpScrGr,91031,9,12,0,aiguestortes
AlpScrGr,91031,9,3,0,aiguestortes
AlpScrGr,91031,9,6,0,aiguestortes
AlpScrGr,91031,9,9,0,aiguestortes
Grass,650,9,1,0,aiguestortes
Grass,650,9,12,0,aiguestortes
Grass,650,9,3,0,aiguestortes
Grass,650,9,6,0,aiguestortes
Grass,650,9,9,0,aiguestortes
HydroRipVeg,599,9,1,0,aiguestortes
HydroRipVeg,599,9,12,0,aiguestortes
HydroRipVeg,599,9,3,0,aiguestortes
HydroRipVeg,599,9,6,0,aiguestortes
HydroRipVeg,599,9,9,0,aiguestortes
RipF,223,9,1,0,aiguestortes
RipF,223,9,12,0,aiguestortes
RipF,223,9,3,0,aiguestortes
RipF,223,9,6,0,aiguestortes
RipF,223,9,9,0,aiguestortes
RockScreeVeg,61732,9,1,0,aiguestortes
RockScreeVeg,61732,9,12,0,aiguestortes
RockScreeVeg,61732,9,3,0,aiguestortes
RockScreeVeg,61732,9,6,0,aiguestortes
RockScreeVeg,61732,9,9,0,aiguestortes
Shrub,528,9,1,0,aiguestortes
Shrub,528,9,12,0,aiguestortes
Shrub,528,9,3,0,aiguestortes
Shrub,528,9,6,0,aiguestortes
Shrub,528,9,9,0,aiguestortes
TempDecF,913,9,1,0,aiguestortes
TempDecF,913,9,12,0,aiguestortes
TempDecF,913,9,3,0,aiguestortes
TempDecF,913,9,6,0,aiguestortes
TempDecF,913,9,9,0,aiguestortes
WaterSurf,4423,9,1,0,aiguestortes
WaterSurf,4423,9,12,0,aiguestortes
WaterSurf,4423,9,3,0,aiguestortes
WaterSurf,4423,9,6,0,aiguestortes
WaterSurf,4423,9,9,0,aiguestortes
AlpConF,47131,10,1,0,aiguestortes
AlpConF,47131,10,12,0,aiguestortes
AlpConF,47131,10,3,0,aiguestortes
AlpConF,47131,10,6,0,aiguestortes
AlpConF,47131,10,9,0,aiguestortes
AlpScrGr,90476,10,1,0,aiguestortes
AlpScrGr,90476,10,12,0,aiguestortes
AlpScrGr,90476,10,3,0,aiguestortes
AlpScrGr,90476,10,6,0,aiguestortes
AlpScrGr,90476,10,9,0,aiguestortes
Grass,650,10,1,0,aiguestortes
Grass,650,10,12,0,aiguestortes
Grass,650,10,3,0,aiguestortes
Grass,650,10,6,0,aiguestortes
Grass,650,10,9,0,aiguestortes
HydroRipVeg,599,10,1,0,aiguestortes
HydroRipVeg,599,10,12,0,aiguestortes
HydroRipVeg,599,10,3,0,aiguestortes
HydroRipVeg,599,10,6,0,aiguestortes
HydroRipVeg,599,10,9,0,aiguestortes
RipF,223,10,1,0,aiguestortes
RipF,223,10,12,0,aiguestortes
RipF,223,10,3,0,aiguestortes
RipF,223,10,6,0,aiguestortes
RipF,223,10,9,0,aiguestortes
RockScreeVeg,60534,10,1,0,aiguestortes
RockScreeVeg,60534,10,12,0,aiguestortes
RockScreeVeg,60534,10,3,0,aiguestortes
RockScreeVeg,60534,10,6,0,aiguestortes
RockScreeVeg,60534,10,9,0,aiguestortes
Shrub,528,10,1,0,aiguestortes
Shrub,528,10,12,0,aiguestortes
Shrub,528,10,3,0,aiguestortes
Shrub,528,10,6,0,aiguestortes
Shrub,528,10,9,0,aiguestortes
TempDecF,913,10,1,0,aiguestortes
TempDecF,913,10,12,0,aiguestortes
TempDecF,913,10,3,0,aiguestortes
TempDecF,913,10,6,0,aiguestortes
TempDecF,913,10,9,0,aiguestortes
WaterSurf,4420,10,1,0,aiguestortes
WaterSurf,4420,10,12,0,aiguestortes
WaterSurf,4420,10,3,0,aiguestortes
WaterSurf,4420,10,6,0,aiguestortes
WaterSurf,4420,10,9,0,aiguestortes
AlpConF,47073,11,1,11231,aiguestortes
AlpConF,47073,11,12,1882,aiguestortes
AlpConF,47073,11,3,4552,aiguestortes
AlpConF,47073,11,6,842,aiguestortes
AlpConF,47073,11,9,1474,aiguestortes
AlpScrGr,89988,11,1,7933,aiguestortes
AlpScrGr,89988,11,12,1521,aiguestortes
AlpScrGr,89988,11,3,7656,aiguestortes
AlpScrGr,89988,11,6,1632,aiguestortes
AlpScrGr,89988,11,9,1776,aiguestortes
Grass,648,11,1,98,aiguestortes
Grass,648,11,12,51,aiguestortes
Grass,648,11,3,51,aiguestortes
Grass,648,11,6,13,aiguestortes
Grass,648,11,9,47,aiguestortes
HydroRipVeg,599,11,1,133,aiguestortes
HydroRipVeg,599,11,12,9,aiguestortes
HydroRipVeg,599,11,3,30,aiguestortes
HydroRipVeg,599,11,6,5,aiguestortes
HydroRipVeg,599,11,9,41,aiguestortes
RipF,223,11,1,21,aiguestortes
RipF,223,11,12,1,aiguestortes
RipF,223,11,3,3,aiguestortes
RipF,223,11,6,1,aiguestortes
RipF,223,11,9,1,aiguestortes
RockScreeVeg,59406,11,1,3141,aiguestortes
RockScreeVeg,59406,11,12,684,aiguestortes
RockScreeVeg,59406,11,3,4229,aiguestortes
RockScreeVeg,59406,11,6,874,aiguestortes
RockScreeVeg,59406,11,9,986,aiguestortes
Shrub,528,11,1,22,aiguestortes
Shrub,528,11,12,15,aiguestortes
Shrub,528,11,3,1,aiguestortes
Shrub,528,11,6,3,aiguestortes
Shrub,528,11,9,17,aiguestortes
TempDecF,913,11,1,173,aiguestortes
TempDecF,913,11,12,13,aiguestortes
TempDecF,913,11,3,136,aiguestortes
TempDecF,913,11,6,20,aiguestortes
TempDecF,913,11,9,24,aiguestortes
WaterSurf,4420,11,1,317,aiguestortes
WaterSurf,4420,11,12,69,aiguestortes
WaterSurf,4420,11,3,144,aiguestortes
WaterSurf,4420,11,6,35,aiguestortes
WaterSurf,4420,11,9,91,aiguestortes
AlpConF,46858,12,1,3,aiguestortes
AlpConF,46858,12,12,59,aiguestortes
AlpConF,46858,12,3,356,aiguestortes
AlpConF,46858,12,6,686,aiguestortes
AlpConF,46858,12,9,399,aiguestortes
AlpScrGr,89999,12,1,9,aiguestortes
AlpScrGr,89999,12,12,28,aiguestortes
AlpScrGr,89999,12,3,147,aiguestortes
AlpScrGr,89999,12,6,225,aiguestortes
AlpScrGr,89999,12,9,112,aiguestortes
Grass,643,12,1,0,aiguestortes
Grass,643,12,12,0,aiguestortes
Grass,643,12,3,6,aiguestortes
Grass,643,12,6,45,aiguestortes
Grass,643,12,9,12,aiguestortes
HydroRipVeg,599,12,1,0,aiguestortes
HydroRipVeg,599,12,12,0,aiguestortes
HydroRipVeg,599,12,3,1,aiguestortes
HydroRipVeg,599,12,6,0,aiguestortes
HydroRipVeg,599,12,9,0,aiguestortes
RipF,223,12,1,0,aiguestortes
RipF,223,12,12,0,aiguestortes
RipF,223,12,3,0,aiguestortes
RipF,223,12,6,18,aiguestortes
RipF,223,12,9,3,aiguestortes
RockScreeVeg,59577,12,1,12,aiguestortes
RockScreeVeg,59577,12,12,9,aiguestortes
RockScreeVeg,59577,12,3,19,aiguestortes
RockScreeVeg,59577,12,6,43,aiguestortes
RockScreeVeg,59577,12,9,17,aiguestortes
Shrub,528,12,1,0,aiguestortes
Shrub,528,12,12,0,aiguestortes
Shrub,528,12,3,1,aiguestortes
Shrub,528,12,6,3,aiguestortes
Shrub,528,12,9,0,aiguestortes
TempDecF,904,12,1,0,aiguestortes
TempDecF,904,12,12,0,aiguestortes
TempDecF,904,12,3,1,aiguestortes
TempDecF,904,12,6,15,aiguestortes
TempDecF,904,12,9,4,aiguestortes
WaterSurf,4422,12,1,1,aiguestortes
WaterSurf,4422,12,12,0,aiguestortes
WaterSurf,4422,12,3,3,aiguestortes
WaterSurf,4422,12,6,1,aiguestortes
WaterSurf,4422,12,9,1,aiguestortes
ArtSurf,7418,1,1,0,cabaneros
ArtSurf,7418,1,12,0,cabaneros
ArtSurf,7418,1,3,0,cabaneros
ArtSurf,7418,1,6,0,cabaneros
ArtSurf,7418,1,9,0,cabaneros
Crop,2473,1,1,0,cabaneros
Crop,2473,1,12,0,cabaneros
Crop,2473,1,3,0,cabaneros
Crop,2473,1,6,0,cabaneros
Crop,2473,1,9,0,cabaneros
Dehesa,36272,1,1,0,cabaneros
Dehesa,36272,1,12,0,cabaneros
Dehesa,36272,1,3,0,cabaneros
Dehesa,36272,1,6,0,cabaneros
Dehesa,36272,1,9,0,cabaneros
Grass,52784,1,1,0,cabaneros
Grass,52784,1,12,0,cabaneros
Grass,52784,1,3,0,cabaneros
Grass,52784,1,6,0,cabaneros
Grass,52784,1,9,0,cabaneros
HydroRipVeg,554,1,1,0,cabaneros
HydroRipVeg,554,1,12,0,cabaneros
HydroRipVeg,554,1,3,0,cabaneros
HydroRipVeg,554,1,6,0,cabaneros
HydroRipVeg,554,1,9,0,cabaneros
MedConF,35896,1,1,0,cabaneros
MedConF,35896,1,12,0,cabaneros
MedConF,35896,1,3,0,cabaneros
MedConF,35896,1,6,0,cabaneros
MedConF,35896,1,9,0,cabaneros
MedSclF,158690,1,1,0,cabaneros
MedSclF,158690,1,12,0,cabaneros
MedSclF,158690,1,3,0,cabaneros
MedSclF,158690,1,6,0,cabaneros
MedSclF,158690,1,9,0,cabaneros
MedScrub,187005,1,1,0,cabaneros
MedScrub,187005,1,12,0,cabaneros
MedScrub,187005,1,3,0,cabaneros
MedScrub,187005,1,6,0,cabaneros
MedScrub,187005,1,9,0,cabaneros
Reforestation,57,1,1,0,cabaneros
Reforestation,57,1,12,0,cabaneros
Reforestation,57,1,3,0,cabaneros
Reforestation,57,1,6,0,cabaneros
Reforestation,57,1,9,0,cabaneros
RipF,4764,1,1,0,cabaneros
RipF,4764,1,12,0,cabaneros
RipF,4764,1,3,0,cabaneros
RipF,4764,1,6,0,cabaneros
RipF,4764,1,9,0,cabaneros
RockScreeVeg,11067,1,1,0,cabaneros
RockScreeVeg,11067,1,12,0,cabaneros
RockScreeVeg,11067,1,3,0,cabaneros
RockScreeVeg,11067,1,6,0,cabaneros
RockScreeVeg,11067,1,9,0,cabaneros
Shrub,21978,1,1,0,cabaneros
Shrub,21978,1,12,0,cabaneros
Shrub,21978,1,3,0,cabaneros
Shrub,21978,1,6,0,cabaneros
Shrub,21978,1,9,0,cabaneros
SMedMarF,69447,1,1,0,cabaneros
SMedMarF,69447,1,12,0,cabaneros
SMedMarF,69447,1,3,0,cabaneros
SMedMarF,69447,1,6,0,cabaneros
SMedMarF,69447,1,9,0,cabaneros
WaterSurf,177,1,1,0,cabaneros
WaterSurf,177,1,12,0,cabaneros
WaterSurf,177,1,3,0,cabaneros
WaterSurf,177,1,6,0,cabaneros
WaterSurf,177,1,9,0,cabaneros
ArtSurf,7418,2,1,47,cabaneros
ArtSurf,7418,2,12,22,cabaneros
ArtSurf,7418,2,3,31,cabaneros
ArtSurf,7418,2,6,99,cabaneros
ArtSurf,7418,2,9,52,cabaneros
Crop,2473,2,1,0,cabaneros
Crop,2473,2,12,59,cabaneros
Crop,2473,2,3,475,cabaneros
Crop,2473,2,6,193,cabaneros
Crop,2473,2,9,379,cabaneros
Dehesa,36272,2,1,556,cabaneros
Dehesa,36272,2,12,1208,cabaneros
Dehesa,36272,2,3,3103,cabaneros
Dehesa,36272,2,6,4942,cabaneros
Dehesa,36272,2,9,5539,cabaneros
Grass,52784,2,1,354,cabaneros
Grass,52784,2,12,2632,cabaneros
Grass,52784,2,3,7847,cabaneros
Grass,52784,2,6,9548,cabaneros
Grass,52784,2,9,9754,cabaneros
HydroRipVeg,554,2,1,19,cabaneros
HydroRipVeg,554,2,12,1,cabaneros
HydroRipVeg,554,2,3,18,cabaneros
HydroRipVeg,554,2,6,12,cabaneros
HydroRipVeg,554,2,9,20,cabaneros
MedConF,35896,2,1,1,cabaneros
MedConF,35896,2,12,1,cabaneros
MedConF,35896,2,3,2,cabaneros
MedConF,35896,2,6,3,cabaneros
MedConF,35896,2,9,7,cabaneros
MedSclF,158690,2,1,250,cabaneros
